reviewer_id,review_uid,case_uid,method,source_sha256,candidate_sha256,display_verified
reviewer_1,item_989717db433a,synth_0030,original_fys_tdm,6bb11c4ef06e71199ce07c782abf477acca13e40bda6283f8e55451e401d4c3d,710bc7959d8ba495a0c23a5767d04a2edf3f54dbfaa8a631da3761ca4291291b,True
reviewer_1,item_94031d94370b,synth_0013,endpoint_projection,f4b464d3b648c4220b6d715b669cd0680696660debf97e6c29aef503fb57d8e9,6958fa290bc30c8200301a380669ef8f493fdae6d1480ca63c818519b9cfc357,True
reviewer_1,item_b1461c244229,synth_0052,original_fys_tdm,0a550d7200e6d59265816f917ceaea4f01f292db764bf7228cda6fd922c2ac74,1bf48a5a59b5a0d79f03d730891abbc7ebbc3b73b47d3dc5bbcefc4a0f426e8e,True
reviewer_1,item_ff0b1a04df65,synth_0019,original_fys_tdm,a885da67a93ec72e2926e59398f72faa3915f0412792b99b879f9a3e2fbe07fb,601929e012e29b1d0e06f0737e53104a3a0b311c65fb94044ac5401868e44113,True
reviewer_1,item_f5afee77c5fe,synth_0004,original_fys_tdm,95d43a51e84af560d595399f9427637da90506b55c439af53f9877294658ea1e,559b532cf266ff1d6aafc80f0a5968db91607e6c4f29d3cdd8068b330e665844,True
reviewer_1,item_7d18a987ad0e,synth_0013,original_fys_tdm,f4b464d3b648c4220b6d715b669cd0680696660debf97e6c29aef503fb57d8e9,5064b00a07016bf5b55675ad6af0d3681437a9a0b120d469537f57652759fc6c,True
reviewer_1,item_6e938f90cca1,synth_0010,residual_rk2,0f3cd46376625b70fd812c07c8ccca926169d889ca55b71a21b54aa74517cf9b,e4b601ab0d44ce5ee73a19200ad4ab95cf39f0d61d354e183677451845ffd6ce,True
reviewer_1,item_94999319bbfe,synth_0026,endpoint_projection,a418e14d71a17e9c5fd97456c4d53e49b8ba890d054a341ca0b03776d2c520e1,05efe80372b07745ae794674ba2a50fa974dfa7705304ca8465d4690a1876c18,True
reviewer_1,item_5b68ff905a00,synth_0056,endpoint_projection,0255afe3f1b539a20b7f06de88cf9bb463636792e47f52bd6e14887649294a66,95af19b7385642b23e733bc5f2f5355b6893a4d023851b50023380095595a808,True
reviewer_1,item_e57a4ffd3b2e,synth_0030,endpoint_projection,6bb11c4ef06e71199ce07c782abf477acca13e40bda6283f8e55451e401d4c3d,fdcc88464fdc7727bb87eb96bd774b09fa60307fcfc0bddac2466f43afd677ac,True
reviewer_1,item_f890939f9036,synth_0022,endpoint_projection,532bf193aee67e561844331495a98645bdf113475d004dc59b46b6e6dfb19173,3f975d89c6476c1914435f22d285b7c6cf639efbe58e66ad3195ddedd22ff62c,True
reviewer_1,item_2a0ea12c275d,synth_0003,endpoint_projection,5a822543d05f3072ff24abb028b84d4576ededde1313086db5f4b880e1c02911,99ac3d73b182b82575c629e1209170d5c46e2c41449dcaad9f3b89c27f624ff9,True
reviewer_1,item_1a8758759590,synth_0058,endpoint_projection,322e7164f614f82a5ff4e784cb499475c8d27211c4dc3b057a8946e8c169e9ef,68060f3ee6ec7b16b0177ad53dd13665c432a58b8da77f7dc7dd3e5aaf083894,True
reviewer_1,item_791f6819ffaf,synth_0015,residual_rk2,d9b261fd0c97b210553cb5951d9dcadeffb18b5f37e3d3a157b0f3f200de7743,2688579a67e90ade55beceef40335846f6e242df3b6acfb7b607f08c3df0ca9e,True
reviewer_1,item_4abb4abb054f,synth_0046,original_fys_tdm,cce9d8228a58e18fd8d8cec31ff5f0e991635f823da6b2bb61afe44c151d9b5d,60387b601e2934b371d6b23814187ac7ec9ec662a7e04ffb52a9047cfd6c4763,True
reviewer_1,item_764387116964,synth_0034,residual_rk2,38588b85486a01cd4341f15213ee3861da3f7304b91fdb8bbbbd87bfb0966bb7,9828cefe9481f845fa9b96603591b322d241eacf39d871179fd188e58ffcbb07,True
reviewer_1,item_6e2bbd7dc8f3,synth_0059,residual_rk2,045548f9199b33a12406940fd1f735b3d92b8614d726ecab6753ddf2bd7584dd,e03ea3842bde0bf5c4b0259ceaecb86f684cd866b4c614725d78cfee72d0a31a,True
reviewer_1,item_d035694e9cf2,synth_0000,residual_rk2,cc5f01ed208f72709680a9e413162afcad18157a7cab12e65c892eca53a6a80a,74649f30ce1c031a7a4761dff8cdd7310630961c876c71b1279200ec51698e35,True
reviewer_1,item_cb5912cbc93a,synth_0008,original_fys_tdm,a9e11e1f221eb73b9cca2adba6cb35bcfc38156dc6797cbbfdc82d35f57df25b,f07c47039874d1efeb681346e474ce5fe606ac77fcf2d420a639f9f0c1517094,True
reviewer_1,item_306df98db32f,synth_0039,original_fys_tdm,c7ba2274dc2cdc72072bead5a71aab76af5067bd54f0ab3041eea9a9af360921,e17d4e86d877012eb0e4da503dc0a89b59d55c2ab0b36dacb92503665e031e5b,True
reviewer_1,item_1d33ecc7809f,synth_0022,original_fys_tdm,532bf193aee67e561844331495a98645bdf113475d004dc59b46b6e6dfb19173,a20d7e07eae216df950880a61206e98e18e3e54b476885516dfbcae543655001,True
reviewer_1,item_7d2c9c1177d0,synth_0039,endpoint_projection,c7ba2274dc2cdc72072bead5a71aab76af5067bd54f0ab3041eea9a9af360921,10d9c6bfb8b584e630d372c495be9d494c56de3deaa785e36ec11c63f42735a7,True
reviewer_1,item_c08f544037a0,synth_0035,residual_rk2,1e81c9d2670376c801ef414d1a0a9b0c1a353ad4fdc76664dcf0812fedb0ccee,1bbce23108f4def97e1922df1cb8f6e073edc33297180d9f9df2554f0ae6a65f,True
reviewer_1,item_c65bb88c4b5c,synth_0017,original_fys_tdm,245f1623447aded5cf7584ff4d95c7e4e958fea968487a33c768dd23c4275c0a,1ba5eaaae7e80f0111713cf441fad50651e51b3a39bf7006f0ce8e7a5481d044,True
reviewer_1,item_d5875b11a49a,synth_0050,original_fys_tdm,dbab9da94e3457531e2f70df8abf0b95c2970c749ac4552b6edca160a903bbf5,a9a055330717683732562ce53e409241e661e252a88651453f62281285a10fbf,True
reviewer_1,item_637e733dfa31,synth_0022,residual_rk2,532bf193aee67e561844331495a98645bdf113475d004dc59b46b6e6dfb19173,7175f4f668c7ab1f9a4c4a747aaf17dc830e469659d0716659e819dc4cfd6542,True
reviewer_1,item_c913b5033789,synth_0010,endpoint_projection,0f3cd46376625b70fd812c07c8ccca926169d889ca55b71a21b54aa74517cf9b,b8e0004cbb22e3d60c3f48f59081db21235d43015203bd8826b79bfc7149399f,True
reviewer_1,item_9cd270e31611,synth_0046,residual_rk2,cce9d8228a58e18fd8d8cec31ff5f0e991635f823da6b2bb61afe44c151d9b5d,0bb3c1e1232cbede7b0e561a15e5238e350c05c9531723e681060f9b56d4989a,True
reviewer_1,item_b8ca2454927b,synth_0016,endpoint_projection,b1322f0354f51bb6edf58e6301d12133572c435e16a0378a0220f9ae05220bff,9630f10533f642a722799bb0a1769cf41b59f6473f14f69e1777470f2d6211bf,True
reviewer_1,item_5a7a517e13a8,synth_0037,residual_rk2,5a474704adb33121c37c59047a868a01d81d6ee853283a4937ea779789ae4d19,26e4cc7679a7e55d18e34526ad9bf08c1a471739e73b729668589336e4b32d75,True
reviewer_1,item_9ad1a3d89bb7,synth_0056,original_fys_tdm,0255afe3f1b539a20b7f06de88cf9bb463636792e47f52bd6e14887649294a66,1048f288400c3faa908cd20dcd40f2f318da7d25b0f020597230482bc2695734,True
reviewer_1,item_f5f295cf1cee,synth_0052,endpoint_projection,0a550d7200e6d59265816f917ceaea4f01f292db764bf7228cda6fd922c2ac74,2fb88a1be8481b4340054e04144538b2f1baa662d297322c34605839dfd7ff6d,True
reviewer_1,item_9b2e3ab6398a,synth_0024,residual_rk2,78197835ff6884766bce628a1a5e38573fcd4622711ea25f2ca313434f16bc52,7e5813e9923586268372128c855277ca80d0b5ee06444028eea7e747d719c7ec,True
reviewer_1,item_9ccd1a0d5ab4,synth_0051,endpoint_projection,9dd9e40c5761d69234cc3379f9403540e3f04b371987a24755ab61c1a85ed895,a6cd061aca6828012f3309d9f5b7f7beacac92001af26e7a3a5abd991b42b5b1,True
reviewer_1,item_4749298fa6a0,synth_0018,original_fys_tdm,00107db62f4772225a0bc7917415dfabe1ae71915dfaefd4179012a038f94625,ba797dc98765e52a13642795833359c00a881656913d6a4467de977f0047f9a7,True
reviewer_1,item_39f3d8af4f2c,synth_0036,endpoint_projection,84cfd41d06ab1f79d1f784df42d6f7d58793478da3c82597585e006a82dc926c,6e2c1d1496fe1e105425b22c48489beb4648611cbfb256e27bf42ce5f11f3426,True
reviewer_1,item_53e2f3e42759,synth_0048,endpoint_projection,e388d185668f884a8d08eccf29609cd138c508d8fa547c9dd5f6a57686d526f1,7b875ff81f3045c3893c0565b930a6fcb5b6dad6b00d4a753e318bbaa2b0d217,True
reviewer_1,item_7503a2ae9742,synth_0058,residual_rk2,322e7164f614f82a5ff4e784cb499475c8d27211c4dc3b057a8946e8c169e9ef,da4bdf865e2e433d143a13978ee2e8e3dd0f603f8e5d6564362fe1e2916d677c,True
reviewer_1,item_f690807eae27,synth_0049,residual_rk2,44c002f36a55477261ee81d374df42e97597db7c5211fffd78d601e84e504bd7,83743c1040eeae7bb5511c93911f652ac944490b6a5a2d148df343583ebf55e0,True
reviewer_1,item_42bc49022224,synth_0023,endpoint_projection,2eefa229af3c0f553c7211f1d8e9ef2376cc4f18d5e67662ff9e48f2aa102a7b,d9dd3b675f4bfbf8efd762c218bfc90c61b248d362443ebab169b8c679a52e30,True
reviewer_1,item_5da91540b93e,synth_0019,endpoint_projection,a885da67a93ec72e2926e59398f72faa3915f0412792b99b879f9a3e2fbe07fb,3f75a180e8ed0e963e2e6866378690d52bac1cdcb014fc41bd28cd4a64ec4e41,True
reviewer_1,item_e47b1cf709ee,synth_0040,endpoint_projection,7e45e2bca6994441434e408e23c43fb866e1e1361f9877b760a7626f5af02cd6,0bef0cb252bed1cb2e26673f435bc403528d0e84347ade745dcb688c506f68a9,True
reviewer_1,item_4f474d95bbcc,synth_0031,endpoint_projection,79bb0a97fc8b87de1aa98b5c89c659d2c54620aa87a6334c4cbdc90dd740688c,8db3e31382320ca68de874f5528508386335c601ea0af05b05ea04e2f5baa74f,True
reviewer_1,item_9a74a038f109,synth_0028,residual_rk2,f03ad80412830e796b16d21c6301c331c6a4cd90b258424b2b34898444c795a7,c1b1764ea1f948674db246ae4b4780167392aeb0a7e8584e95cb3307cf9831a4,True
reviewer_1,item_5cf8361b4785,synth_0027,original_fys_tdm,d42f9f48f9669efe03040082655a988078eec3796d2b5af393df23a187b3127a,a86a2e6adfb4e81bb61690a88173105f639ad88ce9f32ae5678af26623ebee63,True
reviewer_1,item_9350cbac77b6,synth_0033,endpoint_projection,8bdc74a36ac254d6ecfe3e3caaee125376bd4393abc38dabb8f2e37e45f1d4f0,b2bcaf98036c2ca1326af58a0936f1a8c673bab9de43835362b127272a20b23a,True
reviewer_1,item_4ac928e0843e,synth_0024,endpoint_projection,78197835ff6884766bce628a1a5e38573fcd4622711ea25f2ca313434f16bc52,002c031c82c112dde543cfd7d008c284437e70599b37cb0de13d6c408cc4081b,True
reviewer_1,item_f55bf89d3f65,synth_0029,original_fys_tdm,2afbd90e6bc55f79c1d6c728ab851749bb2eea1648090dac31a33bb54408673d,4bc86ecd24c2f2123d9bff2b5f7df3c0c4407524261df14d9e1793963385046a,True
reviewer_1,item_6105f2f63090,synth_0049,original_fys_tdm,44c002f36a55477261ee81d374df42e97597db7c5211fffd78d601e84e504bd7,96a3fd139ef4860b5437f95331821802e4e61930786c50be974bad61d00b51e7,True
reviewer_1,item_ddd6b6d6e003,synth_0054,residual_rk2,46405f16a651cd3e6a71dd22c8eba36794dd81b8b97304ef8670d2027ee48b9a,80b2ad9377f259ae47dd143f138560150416c0316e677d0bb5226ac2848ff547,True
reviewer_1,item_72e8dd406bfe,synth_0009,endpoint_projection,c7098c982dbc8f357439bf5c2e2c46636e5ff692a3196ef5ecc216982ca923fb,8b77b1791bb16922f747d5c00e9e0bddadc89d19d4c2368687f04a6adea2c987,True
reviewer_1,item_a645d6b4738f,synth_0038,residual_rk2,e419c6b72ce0606df766b976a57a9e7319bf722712af193612a921a4d6450be1,904b87710d0cf7f921d9b884281ad2d44ceff8d285426526d86a1f7435e89d24,True
reviewer_1,item_2ecdedd8a2b2,synth_0016,original_fys_tdm,b1322f0354f51bb6edf58e6301d12133572c435e16a0378a0220f9ae05220bff,3ca121a36afa5ca01eb1183ae45f5fcf8aa575137a8e368e4b56bd947e37240a,True
reviewer_1,item_bbbe7c9b7d89,synth_0051,residual_rk2,9dd9e40c5761d69234cc3379f9403540e3f04b371987a24755ab61c1a85ed895,8a5d9f386f87db25c3fb2c3d18f287a34b23918178856e7c9513f837cef689ff,True
reviewer_1,item_34f55c7b5d53,synth_0012,original_fys_tdm,3b0bd5d4f2562425f9025bdf3d772176479ba1989bc3ca6c9a6bb882963f307d,17ffdaea36bc1fa5bfbee3a6e5871f5c346efdfb984a499d009a09e660edc7d7,True
reviewer_1,item_f94b7c6ee648,synth_0017,endpoint_projection,245f1623447aded5cf7584ff4d95c7e4e958fea968487a33c768dd23c4275c0a,682051b2537e29ccabfb15f4fbc583576578952b363da02b3c459bded77717e2,True
reviewer_1,item_d8b174399726,synth_0049,endpoint_projection,44c002f36a55477261ee81d374df42e97597db7c5211fffd78d601e84e504bd7,cf30360a66abbc5f6997832102b12dc64698e8c742b9fc8baa444239d1b4d341,True
reviewer_1,item_c8a9a39fcbbf,synth_0027,residual_rk2,d42f9f48f9669efe03040082655a988078eec3796d2b5af393df23a187b3127a,379fac52db743455c50e2d369a9cd5f180123cc31f21bf5b1cf43259a2f45fa5,True
reviewer_1,item_1c5f4c058820,synth_0018,residual_rk2,00107db62f4772225a0bc7917415dfabe1ae71915dfaefd4179012a038f94625,35439c2eedbb6934b62b141280b396252e54679fa50dc4fc539e74c0da2f4dd3,True
reviewer_1,item_044c73c7a5a9,synth_0021,residual_rk2,b536d178f0c163600f772adf122d1812fcac6389cdb8c9ac0206bc0537ec0ef1,75c204a730b4df8b248d3dc04b4d1f036d02cc0ce119a4b46ede2bc9b50c7d22,True
reviewer_1,item_6ef746f8abb3,synth_0033,residual_rk2,8bdc74a36ac254d6ecfe3e3caaee125376bd4393abc38dabb8f2e37e45f1d4f0,e7d5f7de6613ab27f55f52ceaa7d872d6502222fe4cbbe265da94cdd97bba01b,True
reviewer_1,item_817414eeefbf,synth_0037,original_fys_tdm,5a474704adb33121c37c59047a868a01d81d6ee853283a4937ea779789ae4d19,f481ae63358865d1475b1f716bb69598f9945bb379f0b5aca8ba3ce085bddfb5,True
reviewer_1,item_dd5bd55e9879,synth_0029,residual_rk2,2afbd90e6bc55f79c1d6c728ab851749bb2eea1648090dac31a33bb54408673d,25011f7d449388bb7543c2250d7c7b1ec9989e8391ebe7ab8740286427df6c87,True
reviewer_1,item_abd574d13f2c,synth_0007,endpoint_projection,e68c9359b05c1bb262f9005b957953ed8c42d3c4a3f3320ac32d46b70bec9ac8,8b5a06981164a8931965ff2179f6d5eb3cc474e186f8eda023de75b1db0bad8c,True
reviewer_1,item_d971755ae98a,synth_0008,endpoint_projection,a9e11e1f221eb73b9cca2adba6cb35bcfc38156dc6797cbbfdc82d35f57df25b,ac99bb329aae4de3575cf04b80000ffadbc44decf46ede5adb30e675d655b5ed,True
reviewer_1,item_5f271d7f53f5,synth_0057,residual_rk2,0e379172a6f60bdc06a88b58028a323f4eb06d3c81d4be24783bed699ce50f5b,7488a7956ea003d899f39f9b9cf8abe17f74493e6eec8b7b04ec67c3b75318bb,True
reviewer_1,item_443a1e9f9cc2,synth_0033,original_fys_tdm,8bdc74a36ac254d6ecfe3e3caaee125376bd4393abc38dabb8f2e37e45f1d4f0,483b58238a87ab03183d1e03754c91835e4f878a13a62afdeb0276dc24f284d4,True
reviewer_1,item_bd247168ea67,synth_0037,endpoint_projection,5a474704adb33121c37c59047a868a01d81d6ee853283a4937ea779789ae4d19,18e4c738fc55d0ba55668a67e567a53e3df6cea605271dc53e2dcb77d6927274,True
reviewer_1,item_8b926735cd2e,synth_0024,original_fys_tdm,78197835ff6884766bce628a1a5e38573fcd4622711ea25f2ca313434f16bc52,3c651a43f3d6bc4777f445095a06270fdad7446d94568f04b98b3142954f412b,True
reviewer_1,item_a4d79d804cf0,synth_0034,endpoint_projection,38588b85486a01cd4341f15213ee3861da3f7304b91fdb8bbbbd87bfb0966bb7,71ed3858eb60ddc7f54ca58be93f3ce01c8785b531cd8e4fadb25fe044f8ea65,True
reviewer_1,item_ebd5831a36eb,synth_0026,original_fys_tdm,a418e14d71a17e9c5fd97456c4d53e49b8ba890d054a341ca0b03776d2c520e1,f8d1b47877831c18fb6fefa3f36a4abc513285f0522eeedb0a9f9a2f7a9d8a48,True
reviewer_1,item_512cc3f70356,synth_0043,original_fys_tdm,8d5c80c059b7d1323f902c1080f3ade0de917f5808de6734fde5814ee8a1f476,5a728f4e11a11977a5b2aa0d5d72bbfcd0a7d1d050a90e5fa645fff3e26ac705,True
reviewer_1,item_e2804e7e0755,synth_0048,residual_rk2,e388d185668f884a8d08eccf29609cd138c508d8fa547c9dd5f6a57686d526f1,48711e7a5b7d8c65a9e8b707105f1abf1373c99f66b110f5cd821a757a9d22c7,True
reviewer_1,item_0d3e5a687975,synth_0002,endpoint_projection,06153f9c16dffc17bfd721f7e09257583ef7d6678cda9b4f65bee40e15276642,952019ca8fcf70fb336af427582c6e025912fbbc4da35bb3caab417c05a1fd5c,True
reviewer_1,item_1b7c48946ceb,synth_0035,endpoint_projection,1e81c9d2670376c801ef414d1a0a9b0c1a353ad4fdc76664dcf0812fedb0ccee,e3707d893f25b30a5d0f42d592a8de6ecb3413419008df500dbc165479056151,True
reviewer_1,item_aa06407f3fba,synth_0042,original_fys_tdm,c7e3adc078073f20907a2467f7071639a9a349c279c54ad338bfff64db429099,e312dfd6d27e858e73367009ecebcd552a12cca1a12025358dda2a375d218915,True
reviewer_1,item_311676f47900,synth_0005,endpoint_projection,a0e6abb84c900968be160841135aca42607d6917c33f20e69aa1fa4c25ca8a2d,4a7daad6bedd9370bda3701ca476fc13adac4655c1d8f57b9145d957f4e501c9,True
reviewer_1,item_1b26b54e3a25,synth_0023,original_fys_tdm,2eefa229af3c0f553c7211f1d8e9ef2376cc4f18d5e67662ff9e48f2aa102a7b,27d708bfd78423fa99152ef50dade17f1740d2cb634624d9e479325e852c76c1,True
reviewer_1,item_260b486b1173,synth_0036,original_fys_tdm,84cfd41d06ab1f79d1f784df42d6f7d58793478da3c82597585e006a82dc926c,92e84b1cfcf2eec4118282347a62af918233bd8d1a15603b0ef9641056b1be46,True
reviewer_1,item_66ea3e8f3541,synth_0015,original_fys_tdm,d9b261fd0c97b210553cb5951d9dcadeffb18b5f37e3d3a157b0f3f200de7743,85ee4de2f4cf508bd89e1d69a54b48f3ca8e6a78a7cacdc64d7e3e73fb64408b,True
reviewer_1,item_1d4f5c040ae2,synth_0016,residual_rk2,b1322f0354f51bb6edf58e6301d12133572c435e16a0378a0220f9ae05220bff,8d000ce08b20f700d55120d9e7ac38d1eade1afcb187a4a5d25685d1321aec7b,True
reviewer_1,item_0ef5e7daa5ce,synth_0000,original_fys_tdm,cc5f01ed208f72709680a9e413162afcad18157a7cab12e65c892eca53a6a80a,f5a4ffb3c4b5b1ad9d9c5193cc2271f367b77d9eae9bc08e65fbbd42bd1735b0,True
reviewer_1,item_356c71dc423f,synth_0045,residual_rk2,f7b6833a7d2672aea5deab3d6e569026cd84d72fe87fd730c1a34b578d555223,da5a6758d7c3ed767be9fc687c2320d606eb4144e82c1b7869a56c4e8ede54db,True
reviewer_1,item_efa76caa8b62,synth_0038,original_fys_tdm,e419c6b72ce0606df766b976a57a9e7319bf722712af193612a921a4d6450be1,141a71571c1ae2be4806056139903b63839146578056fc634d96253ce8abdb52,True
reviewer_1,item_1acde51598fc,synth_0038,endpoint_projection,e419c6b72ce0606df766b976a57a9e7319bf722712af193612a921a4d6450be1,c3693eb7f8b9efedece25bfd0fd0a13ecd91417c1a52bc21855b93d3b29cff64,True
reviewer_1,item_a42b55145c05,synth_0008,residual_rk2,a9e11e1f221eb73b9cca2adba6cb35bcfc38156dc6797cbbfdc82d35f57df25b,4918508292a9b271e10510968bf7e4af3adf654002cf4596e80c4b1c5cbaa5a4,True
reviewer_1,item_26de40918014,synth_0030,residual_rk2,6bb11c4ef06e71199ce07c782abf477acca13e40bda6283f8e55451e401d4c3d,b6f6c8ea983450715f8eeeaab98d2ee2223d0ebfd8fd35ad765dacf78a12a0a6,True
reviewer_1,item_dfe9a5c9c2f5,synth_0012,endpoint_projection,3b0bd5d4f2562425f9025bdf3d772176479ba1989bc3ca6c9a6bb882963f307d,7c8183e2982a181f0bd77bfb6c6458ca18bdb2d0e0321b762350a58f028d640e,True
reviewer_1,item_7863a98c6d2a,synth_0048,original_fys_tdm,e388d185668f884a8d08eccf29609cd138c508d8fa547c9dd5f6a57686d526f1,6ee16bf5b60c48451993d8bb85c950c698ec934832a59b4aa4edd4efa6a9d3f3,True
reviewer_1,item_b575d3a0ee32,synth_0040,original_fys_tdm,7e45e2bca6994441434e408e23c43fb866e1e1361f9877b760a7626f5af02cd6,f8bf6447da50f18bb405cf1e960869f165894b75f257544e73c8a20900593ccf,True
reviewer_1,item_4bce9e6571c5,synth_0004,endpoint_projection,95d43a51e84af560d595399f9427637da90506b55c439af53f9877294658ea1e,752f1430984b9bff42d1f0713fe0ef14d027f31fb3e26256fcca844b18084762,True
reviewer_1,item_36310c56c848,synth_0047,original_fys_tdm,d124ca8bebee817fcf004bf61d3defd442612ed51d1d19b2c98289c2a32df98b,73f85f8d4865ba3a76fd1ee26a6a33b3deb2212a282f5e853aaca81b48ea2e74,True
reviewer_1,item_e9fab65d800d,synth_0006,endpoint_projection,625cb403a9a4bd5a187df4ab61cb81aa1a7d801eab4b79640c5539694c46f186,b6540f99f5ee075189fef1c2a2a1ce48f18f88297a8b4e0a8b9bc3c0d1cb38a6,True
reviewer_1,item_68fb346002ec,synth_0025,endpoint_projection,6be19916a6dc9c8d0526081d632e835d8312978956008c717137323a4cb1f81e,64fc377e5ab0adc30352a6e6039c78c58d9e2e4900735f260b8095af61828742,True
reviewer_1,item_c1ceb02f9717,synth_0028,original_fys_tdm,f03ad80412830e796b16d21c6301c331c6a4cd90b258424b2b34898444c795a7,4d9b9ed3f9129ebdcb8c115f23a2ec7d970d58aa9b9ab4a1c67357f359c1f206,True
reviewer_1,item_dfd6c6b4013f,synth_0059,original_fys_tdm,045548f9199b33a12406940fd1f735b3d92b8614d726ecab6753ddf2bd7584dd,4af7543ad4bd206fcfb3e818aa1a268c3e9d7cfad7b63c81c3606c6a607b32b5,True
reviewer_1,item_4d9ceb007b05,synth_0013,residual_rk2,f4b464d3b648c4220b6d715b669cd0680696660debf97e6c29aef503fb57d8e9,92b3e5177619a87c4f509e52dce3d0767e37ccf9d33e139b67a20866ffcc1fb2,True
reviewer_1,item_849aa7818bfe,synth_0040,residual_rk2,7e45e2bca6994441434e408e23c43fb866e1e1361f9877b760a7626f5af02cd6,0a09ee94400962a19bfdc245a59baf6fc8961c7bbed37bb24236d00c9fad2372,True
reviewer_1,item_917e3d7f61d4,synth_0044,residual_rk2,8d09eb3014b83901a88f88ef2ad23ad5137a793745bdb2c67588c6d8212c918a,08484a3354f6d7fecca9a5f359b9bfeb4e0220d76a11ed3adc089e1beae54819,True
reviewer_1,item_da9b5a434f1b,synth_0020,endpoint_projection,c74e49963c073745b1e2a8d821fee5379c66bb5acd2acebf62fbf697a7230478,e57c6a2eaae10df1bcca4cbc550c63834236895e57ba6092d4f4ea9f8964d04a,True
reviewer_1,item_1a02cecb7eef,synth_0059,endpoint_projection,045548f9199b33a12406940fd1f735b3d92b8614d726ecab6753ddf2bd7584dd,6c223a4652ebf8f66273fb22bdbe589f369c8211d075625bc09afeaa3b27b29a,True
reviewer_1,item_7291a0715c0d,synth_0018,endpoint_projection,00107db62f4772225a0bc7917415dfabe1ae71915dfaefd4179012a038f94625,2718b29a20585dda5a4db99b367ebc6ad7ced48b26e4b867ffdd0728cf246821,True
reviewer_1,item_d45b707791d6,synth_0043,residual_rk2,8d5c80c059b7d1323f902c1080f3ade0de917f5808de6734fde5814ee8a1f476,dd6bae6c42c28dd8ac511c9eaedbab7d556106906395624043badbb908b8a787,True
reviewer_1,item_d169bfbb021e,synth_0012,residual_rk2,3b0bd5d4f2562425f9025bdf3d772176479ba1989bc3ca6c9a6bb882963f307d,c456915ce30a091c997c237861f26a903957a22c30151eb79f84ccf2150979df,True
reviewer_1,item_17e52e31a709,synth_0004,residual_rk2,95d43a51e84af560d595399f9427637da90506b55c439af53f9877294658ea1e,4bd02813acd1822079dd25fbbbb9ca759179b0400ac8c2edd4bbb6d8d3f76f64,True
reviewer_1,item_313ee1bc0b0d,synth_0031,residual_rk2,79bb0a97fc8b87de1aa98b5c89c659d2c54620aa87a6334c4cbdc90dd740688c,0f105094eac83f0e768ed557e22e8650d0d64e7842dd5c03b6404c76f3b5c223,True
