run_uid,case_uid,seed,part_size,part,edit,source_prompt,target_prompt,gt_area,pred_attention_area,pred_to_gt_area_ratio,binary_iou,soft_ap,soft_inside_gt_mass,attention_raw_path,attention_smoothed_path,attention_binary_path,attention_config_path,attention_log_path,token_indices,recorded_step_indices,layer_ids
real_0002_seed_001,real_0002,1,small,seat,mesh,a chair and table in front of a glass door,a chair with mesh seat and table in front of a glass door,0.029911041259765625,0.0986328125,3.297538579262849,0.1530196749358426,0.15872140186416306,0.12476705759763718,core/results/flux_attention_baseline/real_0002/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0002/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0002/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0002/seed_001/run_config.json,core/results/flux_attention_baseline/real_0002/seed_001/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0002_seed_002,real_0002,2,small,seat,mesh,a chair and table in front of a glass door,a chair with mesh seat and table in front of a glass door,0.029911041259765625,0.0986328125,3.297538579262849,0.1530196749358426,0.15872140186416306,0.12476705759763718,core/results/flux_attention_baseline/real_0002/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0002/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0002/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0002/seed_002/run_config.json,core/results/flux_attention_baseline/real_0002/seed_002/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0010_seed_000,real_0010,0,medium,head,dragon,a cow standing on a street,a cow with dragon head standing on a street,0.0478515625,0.18359375,3.836734693877551,0.25435712956645784,0.2959362809396346,0.13792257010936737,core/results/flux_attention_baseline/real_0010/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0010/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0010/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0010/seed_000/run_config.json,core/results/flux_attention_baseline/real_0010/seed_000/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0010_seed_001,real_0010,1,medium,head,dragon,a cow standing on a street,a cow with dragon head standing on a street,0.0478515625,0.18359375,3.836734693877551,0.25435712956645784,0.2959362809396346,0.13792257010936737,core/results/flux_attention_baseline/real_0010/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0010/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0010/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0010/seed_001/run_config.json,core/results/flux_attention_baseline/real_0010/seed_001/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0010_seed_002,real_0010,2,medium,head,dragon,a cow standing on a street,a cow with dragon head standing on a street,0.0478515625,0.18359375,3.836734693877551,0.25435712956645784,0.2959362809396346,0.13792257010936737,core/results/flux_attention_baseline/real_0010/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0010/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0010/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0010/seed_002/run_config.json,core/results/flux_attention_baseline/real_0010/seed_002/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0004_seed_000,real_0004,0,medium,carhood,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,0.053619384765625,0.23828125,4.443938531587934,0.13339455520336524,0.16355427606081266,0.08538027107715607,core/results/flux_attention_baseline/real_0004/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0004/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0004/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0004/seed_000/run_config.json,core/results/flux_attention_baseline/real_0004/seed_000/run.log,"[9, 10, 11, 12, 13]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0004_seed_001,real_0004,1,medium,carhood,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,0.053619384765625,0.23828125,4.443938531587934,0.13339455520336524,0.16355427606081266,0.08538027107715607,core/results/flux_attention_baseline/real_0004/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0004/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0004/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0004/seed_001/run_config.json,core/results/flux_attention_baseline/real_0004/seed_001/run.log,"[9, 10, 11, 12, 13]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0004_seed_002,real_0004,2,medium,carhood,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,0.053619384765625,0.23828125,4.443938531587934,0.13339455520336524,0.16355427606081266,0.08538027107715607,core/results/flux_attention_baseline/real_0004/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0004/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0004/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0004/seed_002/run_config.json,core/results/flux_attention_baseline/real_0004/seed_002/run.log,"[9, 10, 11, 12, 13]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0007_seed_000,real_0007,0,medium,seat,leather,a mahogany armchair,a mahogany armchair with leather seat,0.0550079345703125,0.087890625,1.5977808599167822,0.42357680322261915,0.5533004302899358,0.31386223435401917,core/results/flux_attention_baseline/real_0007/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0007/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0007/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0007/seed_000/run_config.json,core/results/flux_attention_baseline/real_0007/seed_000/run.log,"[8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0007_seed_001,real_0007,1,medium,seat,leather,a mahogany armchair,a mahogany armchair with leather seat,0.0550079345703125,0.087890625,1.5977808599167822,0.42357680322261915,0.5533004302899358,0.31386223435401917,core/results/flux_attention_baseline/real_0007/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0007/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0007/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0007/seed_001/run_config.json,core/results/flux_attention_baseline/real_0007/seed_001/run.log,"[8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0007_seed_002,real_0007,2,medium,seat,leather,a mahogany armchair,a mahogany armchair with leather seat,0.0550079345703125,0.087890625,1.5977808599167822,0.42357680322261915,0.5533004302899358,0.31386223435401917,core/results/flux_attention_baseline/real_0007/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0007/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0007/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0007/seed_002/run_config.json,core/results/flux_attention_baseline/real_0007/seed_002/run.log,"[8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0001_seed_000,real_0001,0,medium,head,cat,a dog running in the grass,a dog with cat head running in the grass,0.056949615478515625,0.2197265625,3.858262442226539,0.257393987725807,0.34094602180845435,0.14796039462089539,core/results/flux_attention_baseline/real_0001/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0001/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0001/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0001/seed_000/run_config.json,core/results/flux_attention_baseline/real_0001/seed_000/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0001_seed_001,real_0001,1,medium,head,cat,a dog running in the grass,a dog with cat head running in the grass,0.056949615478515625,0.2197265625,3.858262442226539,0.257393987725807,0.34094602180845435,0.14796039462089539,core/results/flux_attention_baseline/real_0001/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0001/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0001/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0001/seed_001/run_config.json,core/results/flux_attention_baseline/real_0001/seed_001/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0001_seed_002,real_0001,2,medium,head,cat,a dog running in the grass,a dog with cat head running in the grass,0.056949615478515625,0.2197265625,3.858262442226539,0.257393987725807,0.34094602180845435,0.14796039462089539,core/results/flux_attention_baseline/real_0001/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0001/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0001/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0001/seed_002/run_config.json,core/results/flux_attention_baseline/real_0001/seed_002/run.log,"[4, 5]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0000_seed_000,real_0000,0,large,torso,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,0.09088516235351562,0.3837890625,4.222791185729276,0.21994333277777234,0.37818657330399125,0.17699839174747467,core/results/flux_attention_baseline/real_0000/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0000/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0000/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0000/seed_000/run_config.json,core/results/flux_attention_baseline/real_0000/seed_000/run.log,"[4, 5, 6, 7, 8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0000_seed_001,real_0000,1,large,torso,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,0.09088516235351562,0.3837890625,4.222791185729276,0.21994333277777234,0.37818657330399125,0.17699839174747467,core/results/flux_attention_baseline/real_0000/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0000/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0000/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0000/seed_001/run_config.json,core/results/flux_attention_baseline/real_0000/seed_001/run.log,"[4, 5, 6, 7, 8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0000_seed_002,real_0000,2,large,torso,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,0.09088516235351562,0.3837890625,4.222791185729276,0.21994333277777234,0.37818657330399125,0.17699839174747467,core/results/flux_attention_baseline/real_0000/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0000/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0000/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0000/seed_002/run_config.json,core/results/flux_attention_baseline/real_0000/seed_002/run.log,"[4, 5, 6, 7, 8, 9]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0011_seed_000,real_0011,0,large,hair,curly_hair,a man with a smile on his face,a man with curly_hair hair with a smile on his face,0.0968170166015625,0.111328125,1.1498817966903074,0.568381718884737,0.7699559393739565,0.39913883805274963,core/results/flux_attention_baseline/real_0011/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0011/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0011/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0011/seed_000/run_config.json,core/results/flux_attention_baseline/real_0011/seed_000/run.log,[8],"[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0011_seed_001,real_0011,1,large,hair,curly_hair,a man with a smile on his face,a man with curly_hair hair with a smile on his face,0.0968170166015625,0.111328125,1.1498817966903074,0.568381718884737,0.7699559393739565,0.39913883805274963,core/results/flux_attention_baseline/real_0011/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0011/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0011/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0011/seed_001/run_config.json,core/results/flux_attention_baseline/real_0011/seed_001/run.log,[8],"[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0011_seed_002,real_0011,2,large,hair,curly_hair,a man with a smile on his face,a man with curly_hair hair with a smile on his face,0.0968170166015625,0.111328125,1.1498817966903074,0.568381718884737,0.7699559393739565,0.39913883805274963,core/results/flux_attention_baseline/real_0011/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0011/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0011/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0011/seed_002/run_config.json,core/results/flux_attention_baseline/real_0011/seed_002/run.log,[8],"[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0005_seed_000,real_0005,0,large,head,dog,a brown bear standing on a rock,a brown bear with dog head standing on a rock,0.09930038452148438,0.263671875,2.6552956090814797,0.30417083567483105,0.4721034738742617,0.2476438581943512,core/results/flux_attention_baseline/real_0005/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0005/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0005/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0005/seed_000/run_config.json,core/results/flux_attention_baseline/real_0005/seed_000/run.log,"[5, 6]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0005_seed_001,real_0005,1,large,head,dog,a brown bear standing on a rock,a brown bear with dog head standing on a rock,0.09930038452148438,0.263671875,2.6552956090814797,0.30417083567483105,0.4721034738742617,0.2476438581943512,core/results/flux_attention_baseline/real_0005/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0005/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0005/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0005/seed_001/run_config.json,core/results/flux_attention_baseline/real_0005/seed_001/run.log,"[5, 6]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0005_seed_002,real_0005,2,large,head,dog,a brown bear standing on a rock,a brown bear with dog head standing on a rock,0.09930038452148438,0.263671875,2.6552956090814797,0.30417083567483105,0.4721034738742617,0.2476438581943512,core/results/flux_attention_baseline/real_0005/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0005/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0005/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0005/seed_002/run_config.json,core/results/flux_attention_baseline/real_0005/seed_002/run.log,"[5, 6]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0009_seed_000,real_0009,0,large,carbody,rusted,ferrari 812 superfast by kimberly kim,ferrari with rusted carbody 812 superfast by kimberly kim,0.3527565002441406,0.521484375,1.4783125885393575,0.6081806507750497,0.8146243998267195,0.5846232771873474,core/results/flux_attention_baseline/real_0009/seed_000/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0009/seed_000/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0009/seed_000/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0009/seed_000/run_config.json,core/results/flux_attention_baseline/real_0009/seed_000/run.log,"[3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0009_seed_001,real_0009,1,large,carbody,rusted,ferrari 812 superfast by kimberly kim,ferrari with rusted carbody 812 superfast by kimberly kim,0.3527565002441406,0.521484375,1.4783125885393575,0.6081806507750497,0.8146243998267195,0.5846232771873474,core/results/flux_attention_baseline/real_0009/seed_001/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0009/seed_001/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0009/seed_001/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0009/seed_001/run_config.json,core/results/flux_attention_baseline/real_0009/seed_001/run.log,"[3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
real_0009_seed_002,real_0009,2,large,carbody,rusted,ferrari 812 superfast by kimberly kim,ferrari with rusted carbody 812 superfast by kimberly kim,0.3527565002441406,0.521484375,1.4783125885393575,0.6081806507750497,0.8146243998267195,0.5846232771873474,core/results/flux_attention_baseline/real_0009/seed_002/attention_proxy_raw.npy,core/results/flux_attention_baseline/real_0009/seed_002/attention_proxy_smoothed.npy,core/results/flux_attention_baseline/real_0009/seed_002/attention_proxy_binary.npy,core/results/flux_attention_baseline/real_0009/seed_002/run_config.json,core/results/flux_attention_baseline/real_0009/seed_002/run.log,"[3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7, 8]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
