reviewer_id,review_position,review_uid,row_uid,case_uid,seed,method,part_size,footprint_change,frozen_review_position
reviewer_2,58,item_6d85279a7f13,gt-diagnostic-v2::rk2_gt::synth_0009::seed_000,synth_0009,0,rk2_gt,large,comparable,59
reviewer_2,59,item_29cf9d2a880c,gt-diagnostic-v2::rk2_n15_auto::synth_0039::seed_000,synth_0039,0,rk2_n15_auto,small,expansion,60
reviewer_2,60,item_c483e13f92d2,gt-diagnostic-v2::rk2_n15_auto::synth_0054::seed_000,synth_0054,0,rk2_n15_auto,small,comparable,61
reviewer_2,61,item_0e9d706a98cb,gt-diagnostic-v2::endpoint_gt::synth_0026::seed_000,synth_0026,0,endpoint_gt,small,expansion,62
reviewer_2,62,item_e6cdccfe14b5,gt-diagnostic-v2::rk2_gt::synth_0041::seed_000,synth_0041,0,rk2_gt,medium,expansion,63
reviewer_2,63,item_d02e6ff7660a,gt-diagnostic-v2::endpoint_auto::synth_0037::seed_000,synth_0037,0,endpoint_auto,small,expansion,64
reviewer_2,64,item_6b7c8c2658f4,gt-diagnostic-v2::rk2_auto::synth_0022::seed_000,synth_0022,0,rk2_auto,medium,comparable,65
reviewer_2,65,item_ac9d1232cb4e,gt-diagnostic-v2::rk2_auto::synth_0030::seed_000,synth_0030,0,rk2_auto,small,contraction,66
reviewer_2,66,item_d1f48c0d7913,gt-diagnostic-v2::rk2_n15_auto::synth_0057::seed_000,synth_0057,0,rk2_n15_auto,large,comparable,67
reviewer_2,67,item_53da42752f06,gt-diagnostic-v2::endpoint_gt::synth_0010::seed_000,synth_0010,0,endpoint_gt,medium,comparable,68
reviewer_2,68,item_c555eaac5238,gt-diagnostic-v2::rk2_gt::synth_0057::seed_000,synth_0057,0,rk2_gt,large,comparable,69
reviewer_2,69,item_3bf12541cc39,gt-diagnostic-v2::endpoint_auto::synth_0009::seed_000,synth_0009,0,endpoint_auto,large,comparable,70
reviewer_2,70,item_7f9f282c1b99,gt-diagnostic-v2::endpoint_gt::synth_0054::seed_000,synth_0054,0,endpoint_gt,small,comparable,71
reviewer_2,71,item_6d03dccb2f41,gt-diagnostic-v2::rk2_n15_gt::synth_0030::seed_000,synth_0030,0,rk2_n15_gt,small,contraction,72
reviewer_2,72,item_bedb66ef013e,gt-diagnostic-v2::endpoint_gt::synth_0000::seed_000,synth_0000,0,endpoint_gt,small,comparable,73
reviewer_2,73,item_3b8bae8e4f21,gt-diagnostic-v2::endpoint_gt::synth_0012::seed_000,synth_0012,0,endpoint_gt,large,comparable,74
reviewer_2,74,item_6ea6083308e7,gt-diagnostic-v2::rk2_n15_auto::synth_0042::seed_000,synth_0042,0,rk2_n15_auto,medium,comparable,75
reviewer_2,75,item_d48d32f0aa17,gt-diagnostic-v2::rk2_n15_gt::synth_0021::seed_000,synth_0021,0,rk2_n15_gt,large,comparable,76
reviewer_2,76,item_7adaea0a3c5e,gt-diagnostic-v2::endpoint_gt::synth_0018::seed_000,synth_0018,0,endpoint_gt,medium,comparable,77
reviewer_2,77,item_86d16e9dc5bc,gt-diagnostic-v2::rk2_n15_auto::synth_0007::seed_000,synth_0007,0,rk2_n15_auto,medium,comparable,78
reviewer_2,78,item_e7eadf116431,gt-diagnostic-v2::rk2_n15_auto::synth_0059::seed_000,synth_0059,0,rk2_n15_auto,medium,comparable,79
reviewer_2,79,item_01acf13af8db,gt-diagnostic-v2::endpoint_auto::synth_0000::seed_000,synth_0000,0,endpoint_auto,small,comparable,80
reviewer_2,80,item_e2f67d08e187,gt-diagnostic-v2::rk2_n15_gt::synth_0013::seed_000,synth_0013,0,rk2_n15_gt,small,comparable,81
reviewer_2,81,item_58186875182d,gt-diagnostic-v2::rk2_gt::synth_0027::seed_000,synth_0027,0,rk2_gt,large,comparable,82
reviewer_2,82,item_95ae7decd7d4,gt-diagnostic-v2::endpoint_gt::synth_0037::seed_000,synth_0037,0,endpoint_gt,small,expansion,83
reviewer_2,83,item_e1c2be190450,gt-diagnostic-v2::rk2_n15_gt::synth_0009::seed_000,synth_0009,0,rk2_n15_gt,large,comparable,84
reviewer_2,84,item_40afd6ac9884,gt-diagnostic-v2::rk2_n15_auto::synth_0009::seed_000,synth_0009,0,rk2_n15_auto,large,comparable,85
reviewer_2,85,item_9c7a1b69372c,gt-diagnostic-v2::rk2_n15_gt::synth_0028::seed_000,synth_0028,0,rk2_n15_gt,small,comparable,86
reviewer_2,86,item_f0248610fde7,gt-diagnostic-v2::endpoint_auto::synth_0059::seed_000,synth_0059,0,endpoint_auto,medium,comparable,87
reviewer_2,87,item_d7857bbe84c8,gt-diagnostic-v2::rk2_n15_auto::synth_0015::seed_000,synth_0015,0,rk2_n15_auto,large,comparable,88
reviewer_2,88,item_cad60885a538,gt-diagnostic-v2::rk2_gt::synth_0022::seed_000,synth_0022,0,rk2_gt,medium,comparable,89
reviewer_2,89,item_11d4ae5e9722,gt-diagnostic-v2::rk2_gt::synth_0044::seed_000,synth_0044,0,rk2_gt,large,comparable,90
reviewer_2,90,item_c3affddec3f1,gt-diagnostic-v2::rk2_n15_gt::synth_0039::seed_000,synth_0039,0,rk2_n15_gt,small,expansion,91
reviewer_2,91,item_5fad2e86192e,gt-diagnostic-v2::rk2_n15_gt::synth_0022::seed_000,synth_0022,0,rk2_n15_gt,medium,comparable,92
reviewer_2,92,item_b0b225b84e3c,gt-diagnostic-v2::rk2_n15_gt::synth_0057::seed_000,synth_0057,0,rk2_n15_gt,large,comparable,93
reviewer_2,93,item_808e1bae910a,gt-diagnostic-v2::endpoint_auto::synth_0026::seed_000,synth_0026,0,endpoint_auto,small,expansion,94
reviewer_2,94,item_ce52c3c2131a,gt-diagnostic-v2::endpoint_auto::synth_0020::seed_000,synth_0020,0,endpoint_auto,large,comparable,95
reviewer_2,95,item_8d1d42b3bb4b,gt-diagnostic-v2::rk2_n15_auto::synth_0000::seed_000,synth_0000,0,rk2_n15_auto,small,comparable,96
reviewer_2,96,item_fbe06e7f3caa,gt-diagnostic-v2::rk2_n15_gt::synth_0043::seed_000,synth_0043,0,rk2_n15_gt,small,expansion,97
reviewer_2,97,item_6f20eac4bf1a,gt-diagnostic-v2::endpoint_auto::synth_0052::seed_000,synth_0052,0,endpoint_auto,medium,comparable,98
reviewer_2,98,item_3c9dc693f3c9,gt-diagnostic-v2::rk2_auto::synth_0031::seed_000,synth_0031,0,rk2_auto,medium,expansion,99
reviewer_2,99,item_681a30cd5d40,gt-diagnostic-v2::rk2_n15_auto::synth_0011::seed_000,synth_0011,0,rk2_n15_auto,small,comparable,100
reviewer_2,100,item_5b7eac1e5fb2,gt-diagnostic-v2::rk2_n15_auto::synth_0037::seed_000,synth_0037,0,rk2_n15_auto,small,expansion,101
reviewer_2,101,item_73f044468cb1,gt-diagnostic-v2::endpoint_auto::synth_0055::seed_000,synth_0055,0,endpoint_auto,large,comparable,102
reviewer_2,102,item_945a9e37ef93,gt-diagnostic-v2::rk2_n15_auto::synth_0012::seed_000,synth_0012,0,rk2_n15_auto,large,comparable,103
reviewer_2,103,item_6e07fd9b86a3,gt-diagnostic-v2::rk2_auto::synth_0041::seed_000,synth_0041,0,rk2_auto,medium,expansion,104
reviewer_2,104,item_afde72fabb7c,gt-diagnostic-v2::endpoint_auto::synth_0027::seed_000,synth_0027,0,endpoint_auto,large,comparable,105
reviewer_2,105,item_cdeb0c034946,gt-diagnostic-v2::rk2_auto::synth_0038::seed_000,synth_0038,0,rk2_auto,large,expansion,106
reviewer_2,106,item_5659c6109e6f,gt-diagnostic-v2::rk2_n15_gt::synth_0031::seed_000,synth_0031,0,rk2_n15_gt,medium,expansion,107
reviewer_2,107,item_06842fd2b741,gt-diagnostic-v2::rk2_gt::synth_0056::seed_000,synth_0056,0,rk2_gt,medium,comparable,108
reviewer_2,108,item_069de9c6be81,gt-diagnostic-v2::rk2_n15_auto::synth_0027::seed_000,synth_0027,0,rk2_n15_auto,large,comparable,109
reviewer_2,109,item_347177c11570,gt-diagnostic-v2::rk2_n15_gt::synth_0019::seed_000,synth_0019,0,rk2_n15_gt,medium,comparable,110
reviewer_2,110,item_10843e91c804,gt-diagnostic-v2::endpoint_auto::synth_0031::seed_000,synth_0031,0,endpoint_auto,medium,expansion,111
reviewer_2,111,item_f02617c951cc,gt-diagnostic-v2::rk2_n15_auto::synth_0035::seed_000,synth_0035,0,rk2_n15_auto,small,expansion,112
reviewer_2,112,item_8bab2e123a7e,gt-diagnostic-v2::rk2_n15_auto::synth_0026::seed_000,synth_0026,0,rk2_n15_auto,small,expansion,113
reviewer_2,113,item_72d2c8befed0,gt-diagnostic-v2::rk2_n15_gt::synth_0042::seed_000,synth_0042,0,rk2_n15_gt,medium,comparable,114
reviewer_2,114,item_a65539efaab2,gt-diagnostic-v2::rk2_n15_auto::synth_0045::seed_000,synth_0045,0,rk2_n15_auto,medium,expansion,115
reviewer_2,115,item_4aee2b3a98bf,gt-diagnostic-v2::rk2_gt::synth_0024::seed_000,synth_0024,0,rk2_gt,large,expansion,116
reviewer_2,116,item_7eee709a1c65,gt-diagnostic-v2::rk2_auto::synth_0002::seed_000,synth_0002,0,rk2_auto,large,comparable,117
reviewer_2,117,item_d0faf46b8a39,gt-diagnostic-v2::rk2_n15_auto::synth_0051::seed_000,synth_0051,0,rk2_n15_auto,small,comparable,118
reviewer_2,118,item_612e586cf460,gt-diagnostic-v2::endpoint_auto::synth_0025::seed_000,synth_0025,0,endpoint_auto,medium,comparable,119
reviewer_2,119,item_b0cfd7f3df16,gt-diagnostic-v2::rk2_n15_gt::synth_0034::seed_000,synth_0034,0,rk2_n15_gt,small,expansion,120
reviewer_2,120,item_0dcef85eafd6,gt-diagnostic-v2::endpoint_gt::synth_0006::seed_000,synth_0006,0,endpoint_gt,small,comparable,121
reviewer_2,121,item_d336b18e3362,gt-diagnostic-v2::rk2_n15_gt::synth_0044::seed_000,synth_0044,0,rk2_n15_gt,large,comparable,122
reviewer_2,122,item_e15f87efec4b,gt-diagnostic-v2::endpoint_gt::synth_0055::seed_000,synth_0055,0,endpoint_gt,large,comparable,123
reviewer_2,123,item_144198f5f17e,gt-diagnostic-v2::endpoint_gt::synth_0003::seed_000,synth_0003,0,endpoint_gt,large,comparable,124
reviewer_2,124,item_a9a71d55fd63,gt-diagnostic-v2::rk2_gt::synth_0020::seed_000,synth_0020,0,rk2_gt,large,comparable,125
reviewer_2,125,item_62423d5b20ea,gt-diagnostic-v2::rk2_n15_gt::synth_0046::seed_000,synth_0046,0,rk2_n15_gt,large,comparable,126
reviewer_2,126,item_7fa4731f5123,gt-diagnostic-v2::rk2_auto::synth_0051::seed_000,synth_0051,0,rk2_auto,small,comparable,127
reviewer_2,127,item_1abaaeecab5f,gt-diagnostic-v2::rk2_gt::synth_0030::seed_000,synth_0030,0,rk2_gt,small,contraction,128
reviewer_2,128,item_b776d07bce83,gt-diagnostic-v2::rk2_n15_gt::synth_0016::seed_000,synth_0016,0,rk2_n15_gt,large,comparable,130
reviewer_2,129,item_a61a9c6921bb,gt-diagnostic-v2::rk2_n15_auto::synth_0043::seed_000,synth_0043,0,rk2_n15_auto,small,expansion,131
reviewer_2,130,item_407cd3b0a319,gt-diagnostic-v2::endpoint_auto::synth_0058::seed_000,synth_0058,0,endpoint_auto,medium,comparable,132
reviewer_2,131,item_bb8e3f89fe9a,gt-diagnostic-v2::endpoint_auto::synth_0007::seed_000,synth_0007,0,endpoint_auto,medium,comparable,133
reviewer_2,132,item_acde3d348cfe,gt-diagnostic-v2::rk2_gt::synth_0048::seed_000,synth_0048,0,rk2_gt,large,comparable,134
reviewer_2,133,item_65f8bc5adaa9,gt-diagnostic-v2::rk2_n15_auto::synth_0050::seed_000,synth_0050,0,rk2_n15_auto,small,comparable,135
reviewer_2,134,item_d348d8a856c8,gt-diagnostic-v2::rk2_n15_auto::synth_0008::seed_000,synth_0008,0,rk2_n15_auto,small,comparable,136
reviewer_2,135,item_1ae8815cb188,gt-diagnostic-v2::rk2_n15_auto::synth_0033::seed_000,synth_0033,0,rk2_n15_auto,medium,comparable,137
reviewer_2,136,item_d636399734b2,gt-diagnostic-v2::endpoint_auto::synth_0050::seed_000,synth_0050,0,endpoint_auto,small,comparable,139
reviewer_2,137,item_e79f2f25369c,gt-diagnostic-v2::rk2_auto::synth_0008::seed_000,synth_0008,0,rk2_auto,small,comparable,140
reviewer_2,138,item_c01f83177a60,gt-diagnostic-v2::rk2_n15_auto::synth_0041::seed_000,synth_0041,0,rk2_n15_auto,medium,expansion,141
reviewer_2,139,item_8fe157a8700b,gt-diagnostic-v2::endpoint_auto::synth_0034::seed_000,synth_0034,0,endpoint_auto,small,expansion,142
reviewer_2,140,item_6a0d7c7c9aeb,gt-diagnostic-v2::rk2_auto::synth_0058::seed_000,synth_0058,0,rk2_auto,medium,comparable,143
reviewer_2,141,item_46c234c14e6c,gt-diagnostic-v2::rk2_n15_auto::synth_0052::seed_000,synth_0052,0,rk2_n15_auto,medium,comparable,144
reviewer_2,142,item_46648cc7b2f7,gt-diagnostic-v2::rk2_auto::synth_0053::seed_000,synth_0053,0,rk2_auto,large,comparable,145
reviewer_2,143,item_e81682ac026d,gt-diagnostic-v2::rk2_gt::synth_0053::seed_000,synth_0053,0,rk2_gt,large,comparable,146
reviewer_2,144,item_39dbe48ff259,gt-diagnostic-v2::rk2_gt::synth_0004::seed_000,synth_0004,0,rk2_gt,medium,comparable,147
reviewer_2,145,item_3a8c4936fa33,gt-diagnostic-v2::endpoint_gt::synth_0041::seed_000,synth_0041,0,endpoint_gt,medium,expansion,148
reviewer_2,146,item_e28d6cb54000,gt-diagnostic-v2::endpoint_gt::synth_0045::seed_000,synth_0045,0,endpoint_gt,medium,expansion,149
reviewer_2,147,item_a4dd39c8d50f,gt-diagnostic-v2::rk2_auto::synth_0006::seed_000,synth_0006,0,rk2_auto,small,comparable,150
reviewer_2,148,item_adc149125a0b,gt-diagnostic-v2::rk2_auto::synth_0039::seed_000,synth_0039,0,rk2_auto,small,expansion,151
reviewer_2,149,item_38f37169bbc7,gt-diagnostic-v2::rk2_n15_gt::synth_0012::seed_000,synth_0012,0,rk2_n15_gt,large,comparable,152
reviewer_2,150,item_cc47bf0d45f5,gt-diagnostic-v2::rk2_n15_gt::synth_0026::seed_000,synth_0026,0,rk2_n15_gt,small,expansion,153
reviewer_2,151,item_05a7bdfd7326,gt-diagnostic-v2::rk2_n15_auto::synth_0005::seed_000,synth_0005,0,rk2_n15_auto,medium,comparable,154
reviewer_2,152,item_ac3a9468eff0,gt-diagnostic-v2::rk2_gt::synth_0023::seed_000,synth_0023,0,rk2_gt,small,comparable,155
reviewer_2,153,item_b73fc921335f,gt-diagnostic-v2::rk2_n15_auto::synth_0022::seed_000,synth_0022,0,rk2_n15_auto,medium,comparable,156
reviewer_2,154,item_5aca444b5ddf,gt-diagnostic-v2::endpoint_auto::synth_0028::seed_000,synth_0028,0,endpoint_auto,small,comparable,157
reviewer_2,155,item_53572141f1a5,gt-diagnostic-v2::endpoint_gt::synth_0040::seed_000,synth_0040,0,endpoint_gt,small,comparable,158
reviewer_2,156,item_3d8ad9809de4,gt-diagnostic-v2::rk2_auto::synth_0020::seed_000,synth_0020,0,rk2_auto,large,comparable,159
reviewer_2,157,item_b967a5548569,gt-diagnostic-v2::rk2_auto::synth_0009::seed_000,synth_0009,0,rk2_auto,large,comparable,160
reviewer_2,158,item_a6659705b7ec,gt-diagnostic-v2::endpoint_auto::synth_0005::seed_000,synth_0005,0,endpoint_auto,medium,comparable,161
reviewer_2,159,item_37fe614c25eb,gt-diagnostic-v2::endpoint_auto::synth_0054::seed_000,synth_0054,0,endpoint_auto,small,comparable,162
reviewer_2,160,item_3b07b79a39e5,gt-diagnostic-v2::rk2_n15_gt::synth_0059::seed_000,synth_0059,0,rk2_n15_gt,medium,comparable,163
reviewer_2,161,item_030580108c78,gt-diagnostic-v2::rk2_auto::synth_0042::seed_000,synth_0042,0,rk2_auto,medium,comparable,164
reviewer_2,162,item_48bc4d258969,gt-diagnostic-v2::rk2_gt::synth_0045::seed_000,synth_0045,0,rk2_gt,medium,expansion,165
reviewer_2,163,item_ed5094a397e6,gt-diagnostic-v2::rk2_n15_gt::synth_0049::seed_000,synth_0049,0,rk2_n15_gt,large,comparable,166
reviewer_2,164,item_c44d7b2dfda9,gt-diagnostic-v2::rk2_auto::synth_0032::seed_000,synth_0032,0,rk2_auto,small,expansion,167
reviewer_2,165,item_10dd634e7e27,gt-diagnostic-v2::endpoint_gt::synth_0007::seed_000,synth_0007,0,endpoint_gt,medium,comparable,168
reviewer_2,166,item_3094b3630f26,gt-diagnostic-v2::endpoint_auto::synth_0043::seed_000,synth_0043,0,endpoint_auto,small,expansion,169
reviewer_2,167,item_510adf0eb8b4,gt-diagnostic-v2::endpoint_gt::synth_0011::seed_000,synth_0011,0,endpoint_gt,small,comparable,170
reviewer_2,168,item_9520f590fac3,gt-diagnostic-v2::rk2_auto::synth_0043::seed_000,synth_0043,0,rk2_auto,small,expansion,171
reviewer_2,169,item_f0026bd93b6c,gt-diagnostic-v2::rk2_n15_gt::synth_0045::seed_000,synth_0045,0,rk2_n15_gt,medium,expansion,172
reviewer_2,170,item_eb4a92429e74,gt-diagnostic-v2::rk2_auto::synth_0025::seed_000,synth_0025,0,rk2_auto,medium,comparable,173
reviewer_2,171,item_d28e5e2ec2ad,gt-diagnostic-v2::endpoint_auto::synth_0057::seed_000,synth_0057,0,endpoint_auto,large,comparable,174
reviewer_2,172,item_060f3b0ed20a,gt-diagnostic-v2::rk2_n15_auto::synth_0040::seed_000,synth_0040,0,rk2_n15_auto,small,comparable,175
reviewer_2,173,item_84f8c618755e,gt-diagnostic-v2::rk2_n15_auto::synth_0013::seed_000,synth_0013,0,rk2_n15_auto,small,comparable,176
reviewer_2,174,item_e40a88618e9f,gt-diagnostic-v2::rk2_auto::synth_0023::seed_000,synth_0023,0,rk2_auto,small,comparable,177
reviewer_2,175,item_995aad1b0665,gt-diagnostic-v2::rk2_auto::synth_0052::seed_000,synth_0052,0,rk2_auto,medium,comparable,178
reviewer_2,176,item_438ba05371d9,gt-diagnostic-v2::endpoint_auto::synth_0002::seed_000,synth_0002,0,endpoint_auto,large,comparable,179
reviewer_2,177,item_bfbc29c42497,gt-diagnostic-v2::endpoint_auto::synth_0039::seed_000,synth_0039,0,endpoint_auto,small,expansion,180
reviewer_2,178,item_12cc964df138,gt-diagnostic-v2::endpoint_auto::synth_0001::seed_000,synth_0001,0,endpoint_auto,medium,comparable,181
reviewer_2,179,item_4b8500e4ce9f,gt-diagnostic-v2::rk2_n15_gt::synth_0053::seed_000,synth_0053,0,rk2_n15_gt,large,comparable,182
reviewer_2,180,item_d0d5ad81b1d1,gt-diagnostic-v2::rk2_n15_auto::synth_0020::seed_000,synth_0020,0,rk2_n15_auto,large,comparable,183
reviewer_2,181,item_bfb562513ef3,gt-diagnostic-v2::rk2_n15_auto::synth_0030::seed_000,synth_0030,0,rk2_n15_auto,small,contraction,184
