reviewer_id,review_position,review_uid,row_uid,case_uid,seed,method,part_size,footprint_change,frozen_review_position
reviewer_1,39,item_e0396ee401e3,gt-diagnostic-v2::rk2_n15_auto::synth_0012::seed_000,synth_0012,0,rk2_n15_auto,large,comparable,39
reviewer_1,40,item_56907b42b591,gt-diagnostic-v2::endpoint_auto::synth_0052::seed_000,synth_0052,0,endpoint_auto,medium,comparable,40
reviewer_1,41,item_ec5b73a81c14,gt-diagnostic-v2::endpoint_auto::synth_0047::seed_000,synth_0047,0,endpoint_auto,large,comparable,41
reviewer_1,42,item_1cb7ef7113f6,gt-diagnostic-v2::rk2_gt::synth_0025::seed_000,synth_0025,0,rk2_gt,medium,comparable,42
reviewer_1,43,item_0df1af2db84d,gt-diagnostic-v2::rk2_gt::synth_0031::seed_000,synth_0031,0,rk2_gt,medium,expansion,43
reviewer_1,44,item_73d48fb8f708,gt-diagnostic-v2::endpoint_auto::synth_0013::seed_000,synth_0013,0,endpoint_auto,small,comparable,44
reviewer_1,45,item_c80ce6f7e697,gt-diagnostic-v2::endpoint_auto::synth_0058::seed_000,synth_0058,0,endpoint_auto,medium,comparable,45
reviewer_1,46,item_aa6f575ad293,gt-diagnostic-v2::rk2_n15_auto::synth_0043::seed_000,synth_0043,0,rk2_n15_auto,small,expansion,46
reviewer_1,47,item_14d7bcc2eda6,gt-diagnostic-v2::endpoint_gt::synth_0019::seed_000,synth_0019,0,endpoint_gt,medium,comparable,47
reviewer_1,48,item_ca8b7d824f70,gt-diagnostic-v2::rk2_n15_auto::synth_0053::seed_000,synth_0053,0,rk2_n15_auto,large,comparable,48
reviewer_1,49,item_8bb5bef28700,gt-diagnostic-v2::endpoint_gt::synth_0023::seed_000,synth_0023,0,endpoint_gt,small,comparable,49
reviewer_1,50,item_370f69f516f0,gt-diagnostic-v2::rk2_gt::synth_0037::seed_000,synth_0037,0,rk2_gt,small,expansion,50
reviewer_1,51,item_edca7a6a6ece,gt-diagnostic-v2::rk2_gt::synth_0041::seed_000,synth_0041,0,rk2_gt,medium,expansion,51
reviewer_1,52,item_4ab4f0bc2b08,gt-diagnostic-v2::rk2_n15_gt::synth_0002::seed_000,synth_0002,0,rk2_n15_gt,large,comparable,52
reviewer_1,53,item_53144568a59a,gt-diagnostic-v2::endpoint_auto::synth_0011::seed_000,synth_0011,0,endpoint_auto,small,comparable,53
reviewer_1,54,item_d887cbd19e63,gt-diagnostic-v2::rk2_n15_auto::synth_0018::seed_000,synth_0018,0,rk2_n15_auto,medium,comparable,55
reviewer_1,55,item_e055ca2e1664,gt-diagnostic-v2::rk2_n15_auto::synth_0023::seed_000,synth_0023,0,rk2_n15_auto,small,comparable,56
reviewer_1,56,item_6b6aa421d93d,gt-diagnostic-v2::rk2_auto::synth_0004::seed_000,synth_0004,0,rk2_auto,medium,comparable,57
reviewer_1,57,item_7d2ef9c63e41,gt-diagnostic-v2::rk2_auto::synth_0038::seed_000,synth_0038,0,rk2_auto,large,expansion,58
reviewer_1,58,item_de9c2e2b1919,gt-diagnostic-v2::rk2_auto::synth_0045::seed_000,synth_0045,0,rk2_auto,medium,expansion,59
reviewer_1,59,item_bb0c4af55488,gt-diagnostic-v2::endpoint_gt::synth_0004::seed_000,synth_0004,0,endpoint_gt,medium,comparable,60
reviewer_1,60,item_6ad807e3f305,gt-diagnostic-v2::endpoint_auto::synth_0006::seed_000,synth_0006,0,endpoint_auto,small,comparable,61
reviewer_1,61,item_1a4caa1bb01a,gt-diagnostic-v2::endpoint_auto::synth_0000::seed_000,synth_0000,0,endpoint_auto,small,comparable,62
reviewer_1,62,item_1a8a99ee1347,gt-diagnostic-v2::rk2_n15_gt::synth_0049::seed_000,synth_0049,0,rk2_n15_gt,large,comparable,63
reviewer_1,63,item_630857df0336,gt-diagnostic-v2::rk2_n15_auto::synth_0007::seed_000,synth_0007,0,rk2_n15_auto,medium,comparable,64
reviewer_1,64,item_0bbe281ba042,gt-diagnostic-v2::endpoint_gt::synth_0046::seed_000,synth_0046,0,endpoint_gt,large,comparable,65
reviewer_1,65,item_240bcea380df,gt-diagnostic-v2::rk2_auto::synth_0053::seed_000,synth_0053,0,rk2_auto,large,comparable,66
reviewer_1,66,item_e7335c87734f,gt-diagnostic-v2::rk2_gt::synth_0023::seed_000,synth_0023,0,rk2_gt,small,comparable,67
reviewer_1,67,item_c7bd94cde1c6,gt-diagnostic-v2::rk2_gt::synth_0053::seed_000,synth_0053,0,rk2_gt,large,comparable,68
reviewer_1,68,item_620a51b7ba0b,gt-diagnostic-v2::endpoint_gt::synth_0059::seed_000,synth_0059,0,endpoint_gt,medium,comparable,69
reviewer_1,69,item_d4c808da9db7,gt-diagnostic-v2::endpoint_gt::synth_0040::seed_000,synth_0040,0,endpoint_gt,small,comparable,70
reviewer_1,70,item_27a4d0ed9a9f,gt-diagnostic-v2::rk2_n15_gt::synth_0007::seed_000,synth_0007,0,rk2_n15_gt,medium,comparable,71
reviewer_1,71,item_c06b4df6850e,gt-diagnostic-v2::rk2_gt::synth_0045::seed_000,synth_0045,0,rk2_gt,medium,expansion,72
reviewer_1,72,item_aa348037f0e3,gt-diagnostic-v2::rk2_gt::synth_0013::seed_000,synth_0013,0,rk2_gt,small,comparable,73
reviewer_1,73,item_0548a0ad8063,gt-diagnostic-v2::endpoint_gt::synth_0029::seed_000,synth_0029,0,endpoint_gt,small,expansion,74
reviewer_1,74,item_3e4d9aadad51,gt-diagnostic-v2::rk2_auto::synth_0026::seed_000,synth_0026,0,rk2_auto,small,expansion,75
reviewer_1,75,item_920a50c781f7,gt-diagnostic-v2::rk2_auto::synth_0033::seed_000,synth_0033,0,rk2_auto,medium,comparable,76
reviewer_1,76,item_a514517323eb,gt-diagnostic-v2::endpoint_gt::synth_0045::seed_000,synth_0045,0,endpoint_gt,medium,expansion,77
reviewer_1,77,item_9fc44f86eecc,gt-diagnostic-v2::rk2_auto::synth_0056::seed_000,synth_0056,0,rk2_auto,medium,comparable,78
reviewer_1,78,item_650194c17fe9,gt-diagnostic-v2::endpoint_auto::synth_0022::seed_000,synth_0022,0,endpoint_auto,medium,comparable,79
reviewer_1,79,item_a4fc7cc8fbf7,gt-diagnostic-v2::rk2_n15_auto::synth_0003::seed_000,synth_0003,0,rk2_n15_auto,large,comparable,80
reviewer_1,80,item_70b6fdaa597b,gt-diagnostic-v2::endpoint_auto::synth_0030::seed_000,synth_0030,0,endpoint_auto,small,contraction,81
reviewer_1,81,item_5aec94646b4f,gt-diagnostic-v2::rk2_n15_auto::synth_0052::seed_000,synth_0052,0,rk2_n15_auto,medium,comparable,82
reviewer_1,82,item_8ab590982603,gt-diagnostic-v2::endpoint_auto::synth_0036::seed_000,synth_0036,0,endpoint_auto,medium,comparable,83
reviewer_1,83,item_e54871cdb99e,gt-diagnostic-v2::endpoint_gt::synth_0021::seed_000,synth_0021,0,endpoint_gt,large,comparable,84
reviewer_1,84,item_d997fe4cd243,gt-diagnostic-v2::rk2_n15_auto::synth_0050::seed_000,synth_0050,0,rk2_n15_auto,small,comparable,85
reviewer_1,85,item_b3fae24f1935,gt-diagnostic-v2::rk2_n15_gt::synth_0000::seed_000,synth_0000,0,rk2_n15_gt,small,comparable,86
reviewer_1,86,item_f55f03076069,gt-diagnostic-v2::rk2_n15_gt::synth_0003::seed_000,synth_0003,0,rk2_n15_gt,large,comparable,87
reviewer_1,87,item_fbe65f828066,gt-diagnostic-v2::endpoint_gt::synth_0058::seed_000,synth_0058,0,endpoint_gt,medium,comparable,88
reviewer_1,88,item_998bd4e469d0,gt-diagnostic-v2::rk2_n15_auto::synth_0020::seed_000,synth_0020,0,rk2_n15_auto,large,comparable,89
reviewer_1,89,item_d3a5fdc1f399,gt-diagnostic-v2::endpoint_auto::synth_0002::seed_000,synth_0002,0,endpoint_auto,large,comparable,90
reviewer_1,90,item_3e29367852e0,gt-diagnostic-v2::rk2_n15_gt::synth_0038::seed_000,synth_0038,0,rk2_n15_gt,large,expansion,91
reviewer_1,91,item_7edc3cc786be,gt-diagnostic-v2::rk2_n15_auto::synth_0058::seed_000,synth_0058,0,rk2_n15_auto,medium,comparable,92
reviewer_1,92,item_224d0f0ee0bf,gt-diagnostic-v2::rk2_gt::synth_0048::seed_000,synth_0048,0,rk2_gt,large,comparable,93
reviewer_1,93,item_38f1fc23cc67,gt-diagnostic-v2::endpoint_gt::synth_0051::seed_000,synth_0051,0,endpoint_gt,small,comparable,94
reviewer_1,94,item_8827f1ef7c0c,gt-diagnostic-v2::endpoint_auto::synth_0053::seed_000,synth_0053,0,endpoint_auto,large,comparable,95
reviewer_1,95,item_0d5756e51c7a,gt-diagnostic-v2::endpoint_gt::synth_0013::seed_000,synth_0013,0,endpoint_gt,small,comparable,96
reviewer_1,96,item_f08a7197c25b,gt-diagnostic-v2::endpoint_gt::synth_0042::seed_000,synth_0042,0,endpoint_gt,medium,comparable,97
reviewer_1,97,item_23228f9cec9b,gt-diagnostic-v2::rk2_n15_gt::synth_0054::seed_000,synth_0054,0,rk2_n15_gt,small,comparable,98
reviewer_1,98,item_f860f5b5238f,gt-diagnostic-v2::rk2_n15_gt::synth_0037::seed_000,synth_0037,0,rk2_n15_gt,small,expansion,99
reviewer_1,99,item_16e7eaf6d6b7,gt-diagnostic-v2::rk2_gt::synth_0036::seed_000,synth_0036,0,rk2_gt,medium,comparable,100
reviewer_1,100,item_ca3c18622a71,gt-diagnostic-v2::endpoint_gt::synth_0016::seed_000,synth_0016,0,endpoint_gt,large,comparable,101
reviewer_1,101,item_f7b51dced9ec,gt-diagnostic-v2::rk2_auto::synth_0009::seed_000,synth_0009,0,rk2_auto,large,comparable,102
reviewer_1,102,item_96b76146da65,gt-diagnostic-v2::rk2_gt::synth_0019::seed_000,synth_0019,0,rk2_gt,medium,comparable,103
reviewer_1,103,item_7c59c9062e99,gt-diagnostic-v2::endpoint_auto::synth_0041::seed_000,synth_0041,0,endpoint_auto,medium,expansion,104
reviewer_1,104,item_8be51270a337,gt-diagnostic-v2::rk2_n15_auto::synth_0017::seed_000,synth_0017,0,rk2_n15_auto,large,comparable,105
reviewer_1,105,item_b65ebba9a164,gt-diagnostic-v2::endpoint_gt::synth_0000::seed_000,synth_0000,0,endpoint_gt,small,comparable,106
reviewer_1,106,item_651ee56198a8,gt-diagnostic-v2::endpoint_gt::synth_0048::seed_000,synth_0048,0,endpoint_gt,large,comparable,107
reviewer_1,107,item_b06f3f62e1f0,gt-diagnostic-v2::endpoint_auto::synth_0021::seed_000,synth_0021,0,endpoint_auto,large,comparable,108
reviewer_1,108,item_c3c0b59edaf8,gt-diagnostic-v2::endpoint_gt::synth_0012::seed_000,synth_0012,0,endpoint_gt,large,comparable,109
reviewer_1,109,item_0303e81dd5a9,gt-diagnostic-v2::rk2_n15_gt::synth_0004::seed_000,synth_0004,0,rk2_n15_gt,medium,comparable,110
reviewer_1,110,item_d9a9b114a4aa,gt-diagnostic-v2::rk2_gt::synth_0047::seed_000,synth_0047,0,rk2_gt,large,comparable,111
reviewer_1,111,item_6f7666199ef0,gt-diagnostic-v2::rk2_auto::synth_0051::seed_000,synth_0051,0,rk2_auto,small,comparable,112
reviewer_1,112,item_6c28243b84c3,gt-diagnostic-v2::rk2_n15_gt::synth_0033::seed_000,synth_0033,0,rk2_n15_gt,medium,comparable,114
reviewer_1,113,item_80818e9dc5c8,gt-diagnostic-v2::endpoint_auto::synth_0034::seed_000,synth_0034,0,endpoint_auto,small,expansion,115
reviewer_1,114,item_56143b4d24ab,gt-diagnostic-v2::rk2_n15_gt::synth_0009::seed_000,synth_0009,0,rk2_n15_gt,large,comparable,116
reviewer_1,115,item_e102415f4d19,gt-diagnostic-v2::rk2_auto::synth_0025::seed_000,synth_0025,0,rk2_auto,medium,comparable,117
reviewer_1,116,item_598b5f11dd77,gt-diagnostic-v2::endpoint_gt::synth_0028::seed_000,synth_0028,0,endpoint_gt,small,comparable,118
reviewer_1,117,item_605ee97425cc,gt-diagnostic-v2::endpoint_auto::synth_0038::seed_000,synth_0038,0,endpoint_auto,large,expansion,119
reviewer_1,118,item_3d952b96ad13,gt-diagnostic-v2::endpoint_auto::synth_0057::seed_000,synth_0057,0,endpoint_auto,large,comparable,120
reviewer_1,119,item_b138bddf6937,gt-diagnostic-v2::rk2_n15_auto::synth_0032::seed_000,synth_0032,0,rk2_n15_auto,small,expansion,121
reviewer_1,120,item_f0a91492a69a,gt-diagnostic-v2::rk2_auto::synth_0022::seed_000,synth_0022,0,rk2_auto,medium,comparable,122
reviewer_1,121,item_02d6f4d2dcb0,gt-diagnostic-v2::endpoint_auto::synth_0023::seed_000,synth_0023,0,endpoint_auto,small,comparable,123
reviewer_1,122,item_543eef3481f2,gt-diagnostic-v2::rk2_n15_auto::synth_0040::seed_000,synth_0040,0,rk2_n15_auto,small,comparable,124
reviewer_1,123,item_d46f028f517b,gt-diagnostic-v2::rk2_gt::synth_0001::seed_000,synth_0001,0,rk2_gt,medium,comparable,125
reviewer_1,124,item_299f57d116cc,gt-diagnostic-v2::endpoint_auto::synth_0039::seed_000,synth_0039,0,endpoint_auto,small,expansion,126
reviewer_1,125,item_cda601baf1d2,gt-diagnostic-v2::endpoint_auto::synth_0059::seed_000,synth_0059,0,endpoint_auto,medium,comparable,127
reviewer_1,126,item_afc8da6c2d1d,gt-diagnostic-v2::rk2_n15_gt::synth_0044::seed_000,synth_0044,0,rk2_n15_gt,large,comparable,128
reviewer_1,127,item_fc7a3393efca,gt-diagnostic-v2::rk2_auto::synth_0037::seed_000,synth_0037,0,rk2_auto,small,expansion,129
reviewer_1,128,item_ca73f9341133,gt-diagnostic-v2::endpoint_gt::synth_0041::seed_000,synth_0041,0,endpoint_gt,medium,expansion,130
reviewer_1,129,item_206e9019fbf0,gt-diagnostic-v2::rk2_gt::synth_0052::seed_000,synth_0052,0,rk2_gt,medium,comparable,131
reviewer_1,130,item_7fe919153983,gt-diagnostic-v2::endpoint_gt::synth_0015::seed_000,synth_0015,0,endpoint_gt,large,comparable,132
reviewer_1,131,item_f777dcdfdb44,gt-diagnostic-v2::rk2_n15_auto::synth_0027::seed_000,synth_0027,0,rk2_n15_auto,large,comparable,133
reviewer_1,132,item_5b0ff6638729,gt-diagnostic-v2::rk2_gt::synth_0044::seed_000,synth_0044,0,rk2_gt,large,comparable,134
reviewer_1,133,item_a0e9c15877aa,gt-diagnostic-v2::endpoint_gt::synth_0043::seed_000,synth_0043,0,endpoint_gt,small,expansion,135
reviewer_1,134,item_6027f6151123,gt-diagnostic-v2::rk2_n15_auto::synth_0026::seed_000,synth_0026,0,rk2_n15_auto,small,expansion,136
reviewer_1,135,item_0c3e7c6fbd94,gt-diagnostic-v2::rk2_n15_auto::synth_0029::seed_000,synth_0029,0,rk2_n15_auto,small,expansion,137
reviewer_1,136,item_16cc1698c3be,gt-diagnostic-v2::endpoint_auto::synth_0004::seed_000,synth_0004,0,endpoint_auto,medium,comparable,139
reviewer_1,137,item_dec327c4bfc2,gt-diagnostic-v2::endpoint_auto::synth_0001::seed_000,synth_0001,0,endpoint_auto,medium,comparable,140
reviewer_1,138,item_186d99b3f7b4,gt-diagnostic-v2::rk2_n15_auto::synth_0015::seed_000,synth_0015,0,rk2_n15_auto,large,comparable,141
reviewer_1,139,item_4366dbc38ef6,gt-diagnostic-v2::rk2_n15_auto::synth_0044::seed_000,synth_0044,0,rk2_n15_auto,large,comparable,142
reviewer_1,140,item_6399ba844575,gt-diagnostic-v2::rk2_auto::synth_0023::seed_000,synth_0023,0,rk2_auto,small,comparable,143
reviewer_1,141,item_a73b62715810,gt-diagnostic-v2::rk2_n15_auto::synth_0049::seed_000,synth_0049,0,rk2_n15_auto,large,comparable,144
reviewer_1,142,item_0054b88beb5f,gt-diagnostic-v2::rk2_auto::synth_0054::seed_000,synth_0054,0,rk2_auto,small,comparable,145
reviewer_1,143,item_1ac1cc63b0d1,gt-diagnostic-v2::rk2_gt::synth_0055::seed_000,synth_0055,0,rk2_gt,large,comparable,146
reviewer_1,144,item_56d5de5225f9,gt-diagnostic-v2::rk2_auto::synth_0035::seed_000,synth_0035,0,rk2_auto,small,expansion,147
reviewer_1,145,item_a7e9127cb647,gt-diagnostic-v2::endpoint_auto::synth_0028::seed_000,synth_0028,0,endpoint_auto,small,comparable,148
reviewer_1,146,item_cde7c215c7ca,gt-diagnostic-v2::endpoint_auto::synth_0050::seed_000,synth_0050,0,endpoint_auto,small,comparable,149
reviewer_1,147,item_9073fdc9628d,gt-diagnostic-v2::endpoint_gt::synth_0003::seed_000,synth_0003,0,endpoint_gt,large,comparable,150
reviewer_1,148,item_9c74857ef807,gt-diagnostic-v2::rk2_auto::synth_0003::seed_000,synth_0003,0,rk2_auto,large,comparable,151
reviewer_1,149,item_e2f0b0d2d784,gt-diagnostic-v2::endpoint_auto::synth_0042::seed_000,synth_0042,0,endpoint_auto,medium,comparable,152
reviewer_1,150,item_1c7b10e09e5e,gt-diagnostic-v2::rk2_auto::synth_0018::seed_000,synth_0018,0,rk2_auto,medium,comparable,153
reviewer_1,151,item_c29e3b99411e,gt-diagnostic-v2::rk2_auto::synth_0048::seed_000,synth_0048,0,rk2_auto,large,comparable,154
reviewer_1,152,item_692a226ab13d,gt-diagnostic-v2::endpoint_auto::synth_0009::seed_000,synth_0009,0,endpoint_auto,large,comparable,155
reviewer_1,153,item_b637adaae8bb,gt-diagnostic-v2::rk2_auto::synth_0016::seed_000,synth_0016,0,rk2_auto,large,comparable,156
reviewer_1,154,item_32b2b7d66e55,gt-diagnostic-v2::endpoint_gt::synth_0008::seed_000,synth_0008,0,endpoint_gt,small,comparable,157
reviewer_1,155,item_6b2531cc464a,gt-diagnostic-v2::endpoint_gt::synth_0005::seed_000,synth_0005,0,endpoint_gt,medium,comparable,158
reviewer_1,156,item_0a42dbb2957c,gt-diagnostic-v2::rk2_n15_auto::synth_0001::seed_000,synth_0001,0,rk2_n15_auto,medium,comparable,159
reviewer_1,157,item_c035da712e46,gt-diagnostic-v2::rk2_n15_gt::synth_0029::seed_000,synth_0029,0,rk2_n15_gt,small,expansion,160
reviewer_1,158,item_479ead902529,gt-diagnostic-v2::endpoint_gt::synth_0017::seed_000,synth_0017,0,endpoint_gt,large,comparable,161
reviewer_1,159,item_68f80bdea885,gt-diagnostic-v2::rk2_n15_auto::synth_0042::seed_000,synth_0042,0,rk2_n15_auto,medium,comparable,162
reviewer_1,160,item_e8219d1566e0,gt-diagnostic-v2::rk2_auto::synth_0058::seed_000,synth_0058,0,rk2_auto,medium,comparable,164
reviewer_1,161,item_5c811ec1d62e,gt-diagnostic-v2::endpoint_gt::synth_0036::seed_000,synth_0036,0,endpoint_gt,medium,comparable,165
reviewer_1,162,item_52e219846910,gt-diagnostic-v2::rk2_n15_auto::synth_0051::seed_000,synth_0051,0,rk2_n15_auto,small,comparable,166
reviewer_1,163,item_534b50ac2876,gt-diagnostic-v2::rk2_n15_gt::synth_0011::seed_000,synth_0011,0,rk2_n15_gt,small,comparable,167
reviewer_1,164,item_e9dc9584a940,gt-diagnostic-v2::rk2_auto::synth_0013::seed_000,synth_0013,0,rk2_auto,small,comparable,168
reviewer_1,165,item_194c7c0b7aad,gt-diagnostic-v2::endpoint_auto::synth_0033::seed_000,synth_0033,0,endpoint_auto,medium,comparable,169
reviewer_1,166,item_a82511f98b2b,gt-diagnostic-v2::endpoint_gt::synth_0032::seed_000,synth_0032,0,endpoint_gt,small,expansion,170
reviewer_1,167,item_bd168f272b56,gt-diagnostic-v2::endpoint_auto::synth_0037::seed_000,synth_0037,0,endpoint_auto,small,expansion,171
reviewer_1,168,item_3c31b071967d,gt-diagnostic-v2::rk2_n15_auto::synth_0041::seed_000,synth_0041,0,rk2_n15_auto,medium,expansion,172
reviewer_1,169,item_78dd6694ba97,gt-diagnostic-v2::endpoint_gt::synth_0052::seed_000,synth_0052,0,endpoint_gt,medium,comparable,173
reviewer_1,170,item_7b2ae7679912,gt-diagnostic-v2::rk2_auto::synth_0000::seed_000,synth_0000,0,rk2_auto,small,comparable,174
reviewer_1,171,item_e1bae71c2977,gt-diagnostic-v2::rk2_n15_gt::synth_0056::seed_000,synth_0056,0,rk2_n15_gt,medium,comparable,175
reviewer_1,172,item_02d45d8f8d5c,gt-diagnostic-v2::rk2_auto::synth_0010::seed_000,synth_0010,0,rk2_auto,medium,comparable,176
reviewer_1,173,item_4e87583e5fc7,gt-diagnostic-v2::rk2_n15_auto::synth_0004::seed_000,synth_0004,0,rk2_n15_auto,medium,comparable,177
reviewer_1,174,item_c2d1a52a4bcb,gt-diagnostic-v2::rk2_auto::synth_0006::seed_000,synth_0006,0,rk2_auto,small,comparable,178
reviewer_1,175,item_7598a4b29d6e,gt-diagnostic-v2::rk2_n15_gt::synth_0015::seed_000,synth_0015,0,rk2_n15_gt,large,comparable,179
reviewer_1,176,item_2c7a7e6f0dca,gt-diagnostic-v2::endpoint_gt::synth_0053::seed_000,synth_0053,0,endpoint_gt,large,comparable,180
reviewer_1,177,item_b9905af1e79b,gt-diagnostic-v2::endpoint_auto::synth_0056::seed_000,synth_0056,0,endpoint_auto,medium,comparable,181
reviewer_1,178,item_b49d04425739,gt-diagnostic-v2::endpoint_auto::synth_0055::seed_000,synth_0055,0,endpoint_auto,large,comparable,182
reviewer_1,179,item_75b6add51a40,gt-diagnostic-v2::rk2_gt::synth_0004::seed_000,synth_0004,0,rk2_gt,medium,comparable,183
reviewer_1,180,item_75b48f593d1f,gt-diagnostic-v2::rk2_gt::synth_0002::seed_000,synth_0002,0,rk2_gt,large,comparable,184
reviewer_1,181,item_de559f7781a7,gt-diagnostic-v2::endpoint_gt::synth_0018::seed_000,synth_0018,0,endpoint_gt,medium,comparable,185
reviewer_1,182,item_5405f4bfa625,gt-diagnostic-v2::endpoint_auto::synth_0016::seed_000,synth_0016,0,endpoint_auto,large,comparable,186
